amendment_number,document_id,target_element,authors,diff_type,diff_summary,justification,themes_ai,themes_regex
188,ITRE-AM-746920,Recital 61,Beatrice Covassi; Robert Hajšel; Patrizia Toia; Carlos Zorrinho,modification,CHANGED: 'receives.' -> 'receives.ENISA should also coordinate national market surveillance authorities for regular checks of products with digit',,market_surveillance_and_enforcement,scope_and_product_coverage; essential_cybersecurity_requirements; vulnerability_disclosure_and_incident_reporting; market_surveillance_and_enforcement
189,ITRE-AM-746920,Recital 62,Beatrice Covassi,no_change,(identical),,,
190,ITRE-AM-746920,Recital 62,Matteo Gazzini; Paolo Borchia; Isabella Tovaglieri; Elena Lizzi; Matteo Adinolfi,no_change,(identical),,,
191,ITRE-AM-746920,Recital 63,Beatrice Covassi; Robert Hajšel; Patrizia Toia,no_change,(identical),,,
192,ITRE-AM-746920,Recital 63,Bart Groothuis,no_change,(identical),,,
193,ITRE-AM-746920,Recital 63,Evžen Tošenovský,no_change,(identical),,,
194,ITRE-AM-746920,Recital 65,Evžen Tošenovský,modification,"CHANGED: 'including whether' -> 'includingwhether the manufacturer is SME, with particular attention payed to micro manufacturers and start-ups, orwhethe'",,market_surveillance_and_enforcement,market_surveillance_and_enforcement; sme_and_proportionality
195,ITRE-AM-746920,Recital 65,Beatrice Covassi; Robert Hajšel; Patrizia Toia; Lina Gálvez Muñoz; Carlos Zorrinho,modification,"CHANGED: 'account and' -> 'account, notably the economic operator's size, whether it is a micro, small or medium sized enterprise,and' | CHANGED: 'minimumthoseexplicitly' -> 'minimumthe circumstancesexplicitly'",,market_surveillance_and_enforcement,market_surveillance_and_enforcement; sme_and_proportionality
196,ITRE-AM-746920,Recital 66 a (new),Beatrice Covassi; Robert Hajšel; Patrizia Toia; Lina Gálvez Muñoz; Carlos Zorrinho,insertion,"NEW: (66a)The revenues generated from the payments of penalties should be used to strengthen the level of cybersecurity within the Union, including by developing capacity and skills related to cybersecurity, improving economic operators' cyber resilience, in particular of micro, small and medium sized enterprises and more in general fostering public awareness of cyber security issues.",,market_surveillance_and_enforcement; sme_and_proportionality,market_surveillance_and_enforcement; sme_and_proportionality
197,ITRE-AM-746920,Recital 69,Ignazio Corrao,modification,"CHANGED: '[24months]' -> '[12months]' | CHANGED: 'force, with the exception of the reporting obligations concerning actively exploited vulnerabilities and incidents, whic' -> 'force.'",,market_surveillance_and_enforcement,essential_cybersecurity_requirements
198,ITRE-AM-746920,Recital 69,Beatrice Covassi; Robert Hajšel; Patrizia Toia; Carlos Zorrinho,modification,CHANGED: '[24months]' -> '[30months]',,market_surveillance_and_enforcement,essential_cybersecurity_requirements
199,ITRE-AM-746920,Recital 69,Evžen Tošenovský,modification,CHANGED: '[24months]' -> '[60months]' | CHANGED: '[12months]' -> '[24months]',,market_surveillance_and_enforcement,essential_cybersecurity_requirements
200,ITRE-AM-746920,Recital 69,Henna Virkkunen; Sara Skyttedal; Ivan Štefanec; Tomas Tobé; Adam Jarubas,modification,CHANGED: '[24months]' -> '[32months]' | CHANGED: 'concerningactivelyexploited' -> 'concerningknownexploited' | CHANGED: '[12months]' -> '[22months]',"The implementation period of this Regulation should be extended to 32 months in order to give economic operators, notified bodies and enforcement authorities sufficient time to adapt to new methodolog",vulnerability_disclosure_and_incident_reporting; market_surveillance_and_enforcement,essential_cybersecurity_requirements; conformity_assessment_and_third_party_verification; market_surveillance_and_enforcement
201,ITRE-AM-746920,Recital 69 a (new),Evžen Tošenovský; Adam Bielan,insertion,"NEW: (69a)Economic operators that are SMEs, with particular attention paid to micro enterprises and start-ups, should be provided with dedicated guidance and where possible with financial support to adapt to the requirements of this Regulation when placing new product on the market. In particular, the Commission, ENISA and the Member States, should establish a European cyber resilience regulatory sandb",,sme_and_proportionality,vulnerability_disclosure_and_incident_reporting; market_surveillance_and_enforcement; sme_and_proportionality
202,ITRE-AM-746920,Recital 69 a (new),Henna Virkkunen; Sara Skyttedal; Ivan Štefanec; Tomas Tobé; Adam Jarubas,insertion,"NEW: (69a)This Regulation may generate additional costs to micro, small and medium-sized enterprises. In order to support these enterprises that may face additional costs, the Commission should establish financial and technical support that allows for these companies to contribute to the European cybersecurity landscape.",,sme_and_proportionality,sme_and_proportionality
203,ITRE-AM-746920,Recital 70 a (new),Christophe Grudler; Valérie Hayer,insertion,"NEW: (70a)This Regulation is without prejudice to the Member States’ prerogatives to take measures safeguarding national security, in compliance with Union law. Member States should be able to apply additional measures to products with digital elements that are used for military, defence or national security purposes.","The maximal harmonisation nature of the regulation does not allow Member States to apply additional national requirements for regulated products, given that such additional requirements could prevent ",scope_and_product_coverage,scope_and_product_coverage
204,ITRE-AM-746920,Article 1 – paragraph 1 – point d,Ignazio Corrao,modification,"CHANGED: 'on market' -> 'onmarket monitoring,market'",,market_surveillance_and_enforcement,market_surveillance_and_enforcement
205,ITRE-AM-746920,Article 1 – paragraph 1 – point d,Beatrice Covassi; Robert Hajšel; Patrizia Toia; Carlos Zorrinho,modification,"CHANGED: 'market surveillance' -> 'marketmonitoring,surveillance'",,market_surveillance_and_enforcement,market_surveillance_and_enforcement
206,ITRE-AM-746920,Article 2 – paragraph 1,Matteo Gazzini; Paolo Borchia; Isabella Tovaglieri; Elena Lizzi; Matteo Adinolfi,modification,"CHANGED: 'toadevice' -> 'toan externaldevice' | CHANGED: 'network.' -> 'network.This Regulation does not apply to the electronic communications networks as defined in Article 2, point (1), of '",,scope_and_product_coverage,scope_and_product_coverage
207,ITRE-AM-746920,Article 2 – paragraph 1,Evžen Tošenovský,modification,CHANGED: 'elements whose' -> 'elementsplaced on the marketwhose',,scope_and_product_coverage,scope_and_product_coverage
208,ITRE-AM-746920,Article 2 – paragraph 1,Beatrice Covassi; Robert Hajšel; Patrizia Toia,modification,CHANGED: 'elementswhose intended or reasonably foreseeable use includesa' -> 'elementsthat havea' | CHANGED: 'toadevice' -> 'toan externaldevice',,scope_and_product_coverage,
209,ITRE-AM-746920,Article 2 – paragraph 1,Bart Groothuis,modification,CHANGED: 'intendedor reasonably foreseeableuse' -> 'intended use',The reasonably foreseeable use cannot always be forecasted always by the manufacturer.,scope_and_product_coverage,scope_and_product_coverage
210,ITRE-AM-746920,Article 2 – paragraph 2 – point c a (new),Evžen Tošenovský; Adam Bielan,insertion,NEW: (ca)Regulation (EU) 2022/2554.,,interface_with_sectoral_legislation,
211,ITRE-AM-746920,Article 2 – paragraph 3,Massimiliano Salini,modification,"CHANGED: '2018/1139.' -> '2018/1139, nor to products with digital elements that are isolated from external devices and networks.'",The Regulation should not address products with digital elements used only for internal functioning and not interacting externally.,scope_and_product_coverage; interface_with_sectoral_legislation,scope_and_product_coverage
212,ITRE-AM-746920,Article 2 – paragraph 3 a (new),Ignazio Corrao,insertion,"NEW: 3a.This Regulation shall not apply to software provided under free and open-source licences, including its source code and modified versions, except when such software is provided as a paid or monetised product. The compliance of free and open-source components of products shall be ensured by the manufacturer of the product.",,open_source_software_treatment; scope_and_product_coverage,scope_and_product_coverage; open_source_software_treatment
213,ITRE-AM-746920,Article 2 – paragraph 4 a (new),Beatrice Covassi; Robert Hajšel; Patrizia Toia; Carlos Zorrinho,insertion,NEW: 4a.This regulation does not apply to spare parts that are exclusively manufactured in order to repair products with digital elements that have been placed on the market before the application date of this regulation referred to in Article 57.,,scope_and_product_coverage,scope_and_product_coverage
214,ITRE-AM-746920,Article 2 – paragraph 5,Christophe Grudler; Valérie Hayer,modification,"CHANGED: 'for national security or' -> 'forpublic security,national security, defenceor'",,scope_and_product_coverage,scope_and_product_coverage
215,ITRE-AM-746920,Article 2 – paragraph 5 a (new),Evžen Tošenovský,insertion,"NEW: 5a.This Regulation does not apply to any supply of a product with digital elements for distribution and use on the Union market where such supply, distribution, and use exclusively occurs within the same group of companies within the meaning of Article 2(13) of Regulation (EU) 2015/848.",,scope_and_product_coverage,scope_and_product_coverage
216,ITRE-AM-746920,Article 2 – paragraph 5 a (new),Matteo Gazzini; Paolo Borchia; Isabella Tovaglieri; Elena Lizzi; Matteo Adinolfi,insertion,"NEW: 5a.This Regulation does not apply to free and open-source software, including its source code and modified versions, except when such software is provided in exchange for a price or as a monetised product with the intention of making a profit rather than performing maintenance.",,open_source_software_treatment; scope_and_product_coverage,scope_and_product_coverage; open_source_software_treatment
217,ITRE-AM-746920,Article 2 – paragraph 5 a (new),Marc Botenga,insertion,NEW: 5a.This regulation does not apply to free and open source software supplied outside the course of a commercial activity.,,open_source_software_treatment; scope_and_product_coverage,scope_and_product_coverage; open_source_software_treatment
218,ITRE-AM-746920,Article 2 – paragraph 5 b (new),Matteo Gazzini; Paolo Borchia; Isabella Tovaglieri; Elena Lizzi; Matteo Adinolfi,insertion,NEW: 5b.6 (new) This Regulation does not apply to the internal networks of a product with digital elements if these networks have dedicated endpoints and are secured from external data connection.,,scope_and_product_coverage,scope_and_product_coverage
